Lake,Year,Alk/Acid,Tot-P,WaterTemp,LakeYear,BelowLN,Size,Richness,Latfix,DCA1,DCA2
Edasjön,2001,0.9645,33,12.9,Edasjön 2001,YES,0.1867,34,59.80562908,1.237493125,-0.279642347
Edasjön,2002,1.1165,25,14.55,Edasjön 2002,YES,0.1867,35,59.80562908,1.084606121,-0.012070911
Edasjön,2003,1.124,15.5,11.35,Edasjön 2003,YES,0.1867,37,59.80562908,1.095127651,0.043610017
Edasjön,2004,1.056,26,14.5,Edasjön 2004,YES,0.1867,40,59.80562908,1.050141625,0.010572496
Edasjön,2005,1.0985,31,12.9,Edasjön 2005,YES,0.1867,36,59.80562908,0.839662887,-0.161416207
Edasjön,2006,1.0875,38.5,12.75,Edasjön 2006,YES,0.1867,38,59.80562908,1.133471972,0.039869696
Edasjön,2007,1.086,45,13.5,Edasjön 2007,YES,0.1867,32,59.80562908,0.675236713,0.16427648
Edasjön,2008,1.024,33.33333333,11.53333333,Edasjön 2008,YES,0.1867,36,59.80562908,1.28192467,-0.029858177
Edasjön,2009,0.9965,33.5,13.75,Edasjön 2009,YES,0.1867,34,59.80562908,0.865012913,0.420211818
Edasjön,2010,1.081,39,12.05,Edasjön 2010,YES,0.1867,39,59.80562908,1.065507005,0.370439887
Edasjön,2011,1.083,34,13.25,Edasjön 2011,YES,0.1867,36,59.80562908,1.013454001,0.148554359
Edasjön,2012,1.0035,38.5,15.3,Edasjön 2012,YES,0.1867,43,59.80562908,0.890412977,0.218991304
Edasjön,2013,1.096,41,14.9,Edasjön 2013,YES,0.1867,35,59.80562908,0.607099921,0.516404168
Edasjön,2014,1.039333333,43.73333333,12.9,Edasjön 2014,YES,0.1867,28,59.80562908,0.873159095,0.434227467
Edasjön,2015,1.0965,38.45,14.25,Edasjön 2015,YES,0.1867,34,59.80562908,0.912147665,0.384091457
Edasjön,2017,1.18,33.1,14.55,Edasjön 2017,YES,0.1867,38,59.80562908,0.880251173,0.245721606
Ekholmssjön,1995,0.374,19.5,11.5,Ekholmssjön 1995,YES,0.57,31,59.8652024,0.509973316,-0.598921627
Ekholmssjön,1996,0.3685,15,15.3,Ekholmssjön 1996,YES,0.57,40,59.8652024,0.436931383,-0.675648623
Ekholmssjön,1997,0.379,22,3.5,Ekholmssjön 1997,YES,0.57,36,59.8652024,1.090547618,-0.037050643
Ekholmssjön,1998,0.3835,15,11.2,Ekholmssjön 1998,YES,0.57,19,59.8652024,-0.194663209,-0.767954568
Ekholmssjön,1999,0.3605,22.5,16.65,Ekholmssjön 1999,YES,0.57,48,59.8652024,0.953547734,-0.803063881
Ekholmssjön,2000,0.376,18,15.65,Ekholmssjön 2000,YES,0.57,46,59.8652024,0.769189047,-0.686783329
Ekholmssjön,2001,0.38,21,14.3,Ekholmssjön 2001,YES,0.57,51,59.8652024,0.681708017,-0.938718688
Ekholmssjön,2002,0.3935,18.5,24.2,Ekholmssjön 2002,YES,0.57,42,59.8652024,0.424571537,-1.20297834
Ekholmssjön,2003,0.412,16,16.1,Ekholmssjön 2003,YES,0.57,56,59.8652024,0.468148219,-0.940590898
Ekholmssjön,2004,0.397,12.5,14.7,Ekholmssjön 2004,YES,0.57,50,59.8652024,0.8274601,-0.797795506
Ekholmssjön,2005,0.4025,19.5,15.55,Ekholmssjön 2005,YES,0.57,50,59.8652024,0.799537714,-1.024538182
Ekholmssjön,2006,0.4125,21.5,16.9,Ekholmssjön 2006,YES,0.57,47,59.8652024,0.707720341,-0.525162054
Ekholmssjön,2007,0.382,13.5,14.5,Ekholmssjön 2007,YES,0.57,53,59.8652024,0.712440799,-0.74560145
Ekholmssjön,2008,0.398,16,13.85,Ekholmssjön 2008,YES,0.57,52,59.8652024,0.740965825,-0.864879254
Ekholmssjön,2009,0.3795,21.5,15.25,Ekholmssjön 2009,YES,0.57,56,59.8652024,0.523133506,-0.61282826
Ekholmssjön,2010,0.393,21.5,13.9,Ekholmssjön 2010,YES,0.57,52,59.8652024,0.462162626,-0.714772191
Ekholmssjön,2011,0.4025,21,15.5,Ekholmssjön 2011,YES,0.57,56,59.8652024,0.307689162,-0.611519841
Ekholmssjön,2012,0.395,24,13.9,Ekholmssjön 2012,YES,0.57,52,59.8652024,0.384379426,-1.031296461
Ekholmssjön,2013,0.43,27,15.35,Ekholmssjön 2013,YES,0.57,50,59.8652024,0.872582934,-0.795222819
Ekholmssjön,2014,0.41,19.95,17.6,Ekholmssjön 2014,YES,0.57,46,59.8652024,0.814572723,-1.036400488
Ekholmssjön,2015,0.3895,19.7,14.95,Ekholmssjön 2015,YES,0.57,56,59.8652024,0.775437081,-0.958358413
Ekholmssjön,2016,0.4155,22.95,12.4,Ekholmssjön 2016,YES,0.57,32,59.8652024,1.368495926,-0.79468814
Ekholmssjön,2017,0.42,20.15,14.9,Ekholmssjön 2017,YES,0.57,22,59.8652024,0.312745694,-0.251815891
Fagertärn,1995,0.0335,16.5,13.75,Fagertärn 1995,YES,0.17,23,58.76516137,-0.532566419,0.024002276
Fagertärn,1996,0.036,9.5,15.3,Fagertärn 1996,YES,0.17,28,58.76516137,-0.214788924,0.142580976
Fagertärn,1997,0.0355,14.5,8.5,Fagertärn 1997,YES,0.17,28,58.76516137,-0.157423904,0.56033555
Fagertärn,1998,0.023,17,12.6,Fagertärn 1998,YES,0.17,29,58.76516137,-0.305194994,0.2473535
Fagertärn,1999,0.0365,11,12,Fagertärn 1999,YES,0.17,27,58.76516137,-0.505770118,0.219470922
Fagertärn,2000,0.0295,17,14.85,Fagertärn 2000,YES,0.17,28,58.76516137,-0.452772228,0.23913915
Fagertärn,2001,0.0245,10.5,14.25,Fagertärn 2001,YES,0.17,25,58.76516137,-0.451884737,0.145628636
Fagertärn,2002,0.0365,14,14.8,Fagertärn 2002,YES,0.17,23,58.76516137,-0.208371667,0.473216043
Fagertärn,2003,0.037,12.5,9.2,Fagertärn 2003,YES,0.17,38,58.76516137,-0.302177431,0.149490315
Fagertärn,2004,0.0315,9,16.95,Fagertärn 2004,YES,0.17,32,58.76516137,-0.198574299,0.298074894
Fagertärn,2005,0.037,13,15.7,Fagertärn 2005,YES,0.17,32,58.76516137,-0.243123697,0.137455589
Fagertärn,2006,0.037,13.5,17,Fagertärn 2006,YES,0.17,34,58.76516137,-0.158754282,0.64047459
Fagertärn,2007,0.032,7,15.15,Fagertärn 2007,YES,0.17,33,58.76516137,-0.125652697,0.257851897
Fagertärn,2008,0.028,13,14,Fagertärn 2008,YES,0.17,38,58.76516137,-0.364954823,0.134191684
Fagertärn,2009,0.037,13,14,Fagertärn 2009,YES,0.17,35,58.76516137,-0.272635863,0.149665656
Fagertärn,2010,0.0385,15,14.6,Fagertärn 2010,YES,0.17,39,58.76516137,-0.202170147,0.157820849
Fagertärn,2011,0.046,12.5,12.75,Fagertärn 2011,YES,0.17,32,58.76516137,-0.496798064,-0.042872768
Fagertärn,2012,0.042666667,10.33333333,10.76666667,Fagertärn 2012,YES,0.17,38,58.76516137,-0.444306013,0.141247746
Fagertärn,2013,0.0495,15,14.35,Fagertärn 2013,YES,0.17,28,58.76516137,-0.3492324,0.430167968
Fagertärn,2014,0.042,12.95,16.1,Fagertärn 2014,YES,0.17,20,58.76516137,-0.430163234,0.598831557
Fagertärn,2015,0.0415,11.8,14.7,Fagertärn 2015,YES,0.17,31,58.76516137,-0.307841176,0.268062729
Fagertärn,2016,0.05,15,11.65,Fagertärn 2016,YES,0.17,32,58.76516137,-0.396016983,0.107421167
Fagertärn,2017,0.0485,13.65,14,Fagertärn 2017,YES,0.17,41,58.76516137,-0.293500451,0.196197827
Fiolen,1995,0.051,16.33333333,14.8,Fiolen 1995,YES,1.55,43,57.09198869,0.123174363,-0.509380269
Fiolen,1996,0.043777778,10.77777778,14.53333333,Fiolen 1996,YES,1.55,30,57.09198869,-0.118722616,-0.422152165
Fiolen,1997,0.048666667,9.555555556,15.88888889,Fiolen 1997,YES,1.55,25,57.09198869,0.061492087,-0.030152273
Fiolen,1998,0.046333333,9,13.61111111,Fiolen 1998,YES,1.55,42,57.09198869,-0.010655928,-0.224832182
Fiolen,1999,0.081666667,9.777777778,14.04444444,Fiolen 1999,YES,1.55,42,57.09198869,0.169559872,-0.483834412
Fiolen,2000,0.063333333,12.22222222,14.14444444,Fiolen 2000,YES,1.55,40,57.09198869,-0.053033812,-0.109762159
Fiolen,2001,0.066,11.77777778,14.58888889,Fiolen 2001,YES,1.55,35,57.09198869,0.188857175,-0.624150793
Fiolen,2002,0.078333333,14,15.0125,Fiolen 2002,YES,1.55,38,57.09198869,0.251039913,-0.842783332
Fiolen,2003,0.081333333,15.11111111,13.94444444,Fiolen 2003,YES,1.55,45,57.09198869,0.243310213,-0.137325228
Fiolen,2004,0.070666667,16.44444444,14.88888889,Fiolen 2004,YES,1.55,41,57.09198869,0.39076406,-0.786995007
Fiolen,2005,0.072,11.22222222,15.74444444,Fiolen 2005,YES,1.55,42,57.09198869,0.217730911,-0.501861183
Fiolen,2006,0.092666667,12.44444444,15.06333333,Fiolen 2006,YES,1.55,43,57.09198869,0.70675975,1.174982802
Fiolen,2007,0.08,7,13.61111111,Fiolen 2007,YES,1.55,50,57.09198869,0.355823228,0.444167208
Fiolen,2008,0.091,12,13.8,Fiolen 2008,YES,1.55,48,57.09198869,0.582885905,0.634538538
Fiolen,2009,0.092333333,13.55555556,15.45833333,Fiolen 2009,YES,1.55,42,57.09198869,0.535104153,0.11003427
Fiolen,2010,0.092333333,12.77777778,13.30833333,Fiolen 2010,YES,1.55,45,57.09198869,0.624214866,0.622019131
Fiolen,2011,0.098333333,13.22222222,13.325,Fiolen 2011,YES,1.55,41,57.09198869,0.601606871,0.428184105
Fiolen,2012,0.100666667,12.875,13.26363636,Fiolen 2012,YES,1.55,39,57.09198869,0.436767189,-0.031771678
Fiolen,2013,0.107666667,14.44444444,15.03333333,Fiolen 2013,YES,1.55,44,57.09198869,0.314696657,-0.258720383
Fiolen,2014,0.112333333,18.27777778,14.54444444,Fiolen 2014,YES,1.55,32,57.09198869,0.616088513,0.322899629
Fiolen,2015,0.095,12.7,14.33333333,Fiolen 2015,YES,1.55,50,57.09198869,0.254413804,-0.483293693
Fiolen,2016,0.102333333,10.88888889,14.11111111,Fiolen 2016,YES,1.55,46,57.09198869,0.616391491,-0.569940527
Fiolen,2017,0.099666667,14.3,14.22222222,Fiolen 2017,YES,1.55,41,57.09198869,0.035454257,-0.340303239
Fjärasjö,1995,0.135,8,15.65,Fjärasjö 1995,YES,0.321,29,57.60908415,-0.843136671,-0.281071362
Fjärasjö,1996,0.1455,6.5,15.4,Fjärasjö 1996,YES,0.321,31,57.60908415,-1.331854057,-0.216707502
Fjärasjö,1997,0.1555,12,16.8,Fjärasjö 1997,YES,0.321,24,57.60908415,-0.532947387,-0.145329961
Fjärasjö,1998,0.1275,9,12.65,Fjärasjö 1998,YES,0.321,31,57.60908415,-0.159524759,0.010140376
Fjärasjö,1999,0.2085,45.5,12.75,Fjärasjö 1999,YES,0.321,36,57.60908415,0.310159813,0.453707326
Fjärasjö,2000,0.1415,8.5,14.3,Fjärasjö 2000,YES,0.321,30,57.60908415,-0.083769796,0.221253216
Fjärasjö,2001,0.13,9.5,14.9,Fjärasjö 2001,YES,0.321,37,57.60908415,0.316240793,-0.390593298
Fjärasjö,2002,0.138,8,13.45,Fjärasjö 2002,YES,0.321,26,57.60908415,0.173407036,-0.43960484
Fjärasjö,2003,0.1395,6,13.8,Fjärasjö 2003,YES,0.321,43,57.60908415,-0.117186223,-0.088244391
Fjärasjö,2004,0.136,7.5,17.1,Fjärasjö 2004,YES,0.321,35,57.60908415,0.157797634,-0.550454927
Fjärasjö,2005,0.1365,13,16.35,Fjärasjö 2005,YES,0.321,37,57.60908415,0.265448222,-0.483363804
Fjärasjö,2006,0.1495,9.5,16,Fjärasjö 2006,YES,0.321,34,57.60908415,0.493306728,-0.331657462
Fjärasjö,2007,0.104,5.5,13.05,Fjärasjö 2007,YES,0.321,43,57.60908415,0.614099439,0.399473122
Fjärasjö,2008,0.12,8.5,14.1,Fjärasjö 2008,YES,0.321,47,57.60908415,0.293220127,-0.411337837
Fjärasjö,2009,0.128,7.5,15.65,Fjärasjö 2009,YES,0.321,22,57.60908415,0.705915997,-0.147374382
Fjärasjö,2010,0.111,8.5,15,Fjärasjö 2010,YES,0.321,21,57.60908415,0.256439843,-0.33826114
Fjärasjö,2011,0.121,8.333333333,10.16666667,Fjärasjö 2011,YES,0.321,39,57.60908415,0.245136004,-0.280142312
Fjärasjö,2012,0.126,10.5,13.75,Fjärasjö 2012,YES,0.321,34,57.60908415,0.051658095,-0.242325953
Fjärasjö,2013,0.1375,9.5,14.8,Fjärasjö 2013,YES,0.321,22,57.60908415,0.64357517,-0.518871162
Fjärasjö,2014,0.145,8.75,15.15,Fjärasjö 2014,YES,0.321,20,57.60908415,0.593703346,-0.47440947
Fjärasjö,2015,0.1395,9.1,14.3,Fjärasjö 2015,YES,0.321,22,57.60908415,-0.457006674,-0.226273113
Fjärasjö,2016,0.173,8.7,12.35,Fjärasjö 2016,YES,0.321,27,57.60908415,0.802875152,-0.295618254
Fjärasjö,2017,0.170666667,7.733333333,12.23333333,Fjärasjö 2017,YES,0.321,23,57.60908415,-0.068719958,-0.316156832
Fräcksjön,1995,0.094222222,16,10.11111111,Fräcksjön 1995,YES,0.2656,18,58.148152,0.099490962,-0.846247662
Fräcksjön,1996,0.112555556,8.555555556,9.388888889,Fräcksjön 1996,YES,0.2656,45,58.148152,-0.250352037,-0.746455362
Fräcksjön,1997,0.063888889,10.22222222,11.77777778,Fräcksjön 1997,YES,0.2656,33,58.148152,-0.301019401,-0.524948811
Fräcksjön,1998,0.075888889,11,10.43333333,Fräcksjön 1998,YES,0.2656,42,58.148152,-0.414454089,-0.601966553
Fräcksjön,1999,0.095333333,7.222222222,10.76666667,Fräcksjön 1999,YES,0.2656,37,58.148152,-0.116913766,-0.705035993
Fräcksjön,2000,0.075666667,10.88888889,11.3,Fräcksjön 2000,YES,0.2656,40,58.148152,-0.017239344,-0.782522403
Fräcksjön,2001,0.079666667,12.77777778,11.03333333,Fräcksjön 2001,YES,0.2656,35,58.148152,0.170432304,-0.918808957
Fräcksjön,2002,0.079666667,11.11111111,11.32222222,Fräcksjön 2002,YES,0.2656,29,58.148152,-0.336070799,-0.372853456
Fräcksjön,2003,0.097666667,8.666666667,11.27777778,Fräcksjön 2003,YES,0.2656,33,58.148152,-0.376409428,-0.633576
Fräcksjön,2004,0.088333333,10.55555556,11.27777778,Fräcksjön 2004,YES,0.2656,37,58.148152,0.142515703,-0.767906555
Fräcksjön,2005,0.084,12.22222222,12.88888889,Fräcksjön 2005,YES,0.2656,28,58.148152,0.058710185,-0.742101966
Fräcksjön,2006,0.093,11.55555556,10.65555556,Fräcksjön 2006,YES,0.2656,35,58.148152,0.240051658,-0.799594868
Fräcksjön,2007,0.073,6.111111111,11.16666667,Fräcksjön 2007,YES,0.2656,35,58.148152,0.057356973,-0.794864365
Fräcksjön,2008,0.064333333,10.77777778,11.8,Fräcksjön 2008,YES,0.2656,42,58.148152,0.104777063,-0.727366132
Fräcksjön,2009,0.072666667,20.77777778,12.06666667,Fräcksjön 2009,YES,0.2656,39,58.148152,0.159135503,-0.901473704
Fräcksjön,2010,0.0905,17,10.81538462,Fräcksjön 2010,YES,0.2656,43,58.148152,0.019474767,-0.783700777
Fräcksjön,2014,0.0875,12.925,12.35,Fräcksjön 2014,YES,0.2656,33,58.148152,-0.397027193,-0.499319166
Fräcksjön,2015,0.0825,11.95,12.05,Fräcksjön 2015,YES,0.2656,37,58.148152,0.012767998,-0.787937843
Fräcksjön,2017,0.09225,10.05,11,Fräcksjön 2017,YES,0.2656,31,58.148152,-0.046728162,-0.770899124
Fysingen,1995,2.141,26,21.3,Fysingen 1995,YES,4.76,16,59.57066076,1.077386483,-0.812254069
Fysingen,1996,2.0965,11,14.3,Fysingen 1996,YES,4.76,24,59.57066076,0.435958629,-0.537584453
Fysingen,1997,1.915,21,14.9,Fysingen 1997,YES,4.76,31,59.57066076,0.710761858,-0.843601547
Fysingen,1998,1.71,16,14.2,Fysingen 1998,YES,4.76,25,59.57066076,0.476335445,-1.102755898
Fysingen,1999,2.3175,26.5,15.55,Fysingen 1999,YES,4.76,27,59.57066076,1.261506611,-0.137718097
Fysingen,2000,1.9325,15.5,14.25,Fysingen 2000,YES,4.76,25,59.57066076,0.941570939,-0.436611329
Fysingen,2001,1.924,25.5,14.9,Fysingen 2001,YES,4.76,17,59.57066076,0.952377054,-0.64748479
Fysingen,2002,2.407,16.5,14.65,Fysingen 2002,YES,4.76,19,59.57066076,1.833789684,-0.775740572
Fysingen,2003,2.2795,12,16.6,Fysingen 2003,YES,4.76,24,59.57066076,1.059022103,-0.60026395
Fysingen,2004,2.173,15.5,12.85,Fysingen 2004,YES,4.76,37,59.57066076,0.960186918,-0.650325392
Fysingen,2005,2.183,24,15,Fysingen 2005,YES,4.76,37,59.57066076,1.016131933,-0.622976204
Fysingen,2006,2.37,22.5,15.45,Fysingen 2006,YES,4.76,38,59.57066076,1.180320916,-0.763477969
Fysingen,2007,2.34,17.5,13.6,Fysingen 2007,YES,4.76,38,59.57066076,0.736158351,-0.848409112
Fysingen,2008,2.2135,19,14.6,Fysingen 2008,YES,4.76,34,59.57066076,1.000527541,-0.712043482
Fysingen,2009,2.2015,19,15.9,Fysingen 2009,YES,4.76,40,59.57066076,1.150366011,-0.523176821
Fysingen,2010,2.211,23,11.93333333,Fysingen 2010,YES,4.76,30,59.57066076,1.285580104,-0.592564465
Fysingen,2011,2.349,22,15.2,Fysingen 2011,YES,4.76,46,59.57066076,0.58729735,-0.658548474
Fysingen,2012,2.0505,28.5,14.1,Fysingen 2012,YES,4.76,40,59.57066076,0.131789915,-0.58685775
Fysingen,2013,2.4925,23.5,14.65,Fysingen 2013,YES,4.76,39,59.57066076,0.718488678,-0.625384738
Fysingen,2014,2.3785,29.55,16.25,Fysingen 2014,YES,4.76,24,59.57066076,0.620794469,-1.06414078
Fysingen,2015,2.141,16.2,14.65,Fysingen 2015,YES,4.76,39,59.57066076,0.44997614,-0.974944998
Fysingen,2016,2.569333333,26.8,8.1,Fysingen 2016,YES,4.76,40,59.57066076,0.858008538,-0.685529836
Fysingen,2017,2.305,27.9,14.55,Fysingen 2017,YES,4.76,25,59.57066076,1.293464578,-0.683510221
Glimmingen,1999,0.223,4.5,13.35,Glimmingen 1999,YES,1.6211,18,57.93826869,0.224813814,-0.593886315
Glimmingen,2001,0.2105,5.5,14.1,Glimmingen 2001,YES,1.6211,32,57.93826869,0.156254258,-0.776891012
Glimmingen,2002,0.2145,5.5,14.75,Glimmingen 2002,YES,1.6211,33,57.93826869,-0.275451568,-0.16210469
Glimmingen,2003,0.2165,4.5,13.75,Glimmingen 2003,YES,1.6211,35,57.93826869,-0.317556559,0.336984353
Glimmingen,2004,0.22,7.5,14.25,Glimmingen 2004,YES,1.6211,31,57.93826869,-0.244032612,0.463860196
Glimmingen,2005,0.219,7,16.05,Glimmingen 2005,YES,1.6211,19,57.93826869,-0.150805365,0.556922389
Glimmingen,2007,0.199,3.5,9,Glimmingen 2007,YES,1.6211,38,57.93826869,-0.682189592,0.590734465
Glimmingen,2008,0.216,3,14.2,Glimmingen 2008,YES,1.6211,36,57.93826869,-0.034554247,0.042423666
Glimmingen,2009,0.219,3.5,12.25,Glimmingen 2009,YES,1.6211,28,57.93826869,-0.029780351,0.51342721
Glimmingen,2010,0.21,3,11.45,Glimmingen 2010,YES,1.6211,34,57.93826869,0.011148445,0.179872313
Glimmingen,2013,0.2225,5,15.72,Glimmingen 2013,YES,1.6211,43,57.93826869,-0.617330864,0.258783605
Glimmingen,2014,0.2295,4.6,14.365,Glimmingen 2014,YES,1.6211,44,57.93826869,0.133832812,-0.318156185
Glimmingen,2015,0.227,4.7,15.64,Glimmingen 2015,YES,1.6211,35,57.93826869,-0.13203203,0.218452763
Glimmingen,2016,0.245,3.8,12.9,Glimmingen 2016,YES,1.6211,30,57.93826869,0.616238748,-0.036899392
Glimmingen,2017,0.2495,4.55,14.4,Glimmingen 2017,YES,1.6211,37,57.93826869,0.256019516,0.097917068
Granvattnet,1995,0.097,21,21.3,Granvattnet 1995,YES,0.1952,15,58.22604562,0.406889152,-0.769646595
Granvattnet,1996,0.106,11,7.8,Granvattnet 1996,YES,0.1952,13,58.22604562,-0.674294051,-0.646990832
Granvattnet,1998,0.076,16,13.3,Granvattnet 1998,YES,0.1952,18,58.22604562,0.978555677,-0.90149943
Granvattnet,1999,0.098,12.5,13.3,Granvattnet 1999,YES,0.1952,23,58.22604562,1.555508248,-0.84011262
Granvattnet,2000,0.119,18.5,19.2,Granvattnet 2000,YES,0.1952,26,58.22604562,1.157293384,-0.908982458
Granvattnet,2001,0.1245,16,19.5,Granvattnet 2001,YES,0.1952,14,58.22604562,1.904066416,-0.967224848
Granvattnet,2002,0.111,19,25,Granvattnet 2002,YES,0.1952,11,58.22604562,1.246916979,-0.839176051
Granvattnet,2003,0.1105,25,3,Granvattnet 2003,YES,0.1952,14,58.22604562,1.849552315,-0.967190381
Granvattnet,2004,0.0925,14,23.5,Granvattnet 2004,YES,0.1952,13,58.22604562,1.709074643,-0.766237013
Granvattnet,2005,0.083,16,10.5,Granvattnet 2005,YES,0.1952,10,58.22604562,1.409900596,-0.601129352
Granvattnet,2006,0.109,35.5,7.5,Granvattnet 2006,YES,0.1952,13,58.22604562,1.726730597,-0.632004227
Granvattnet,2008,0.0855,21.5,7.333333333,Granvattnet 2008,YES,0.1952,16,58.22604562,0.460283542,-0.349129061
Granvattnet,2009,0.078,18,7.166666667,Granvattnet 2009,YES,0.1952,20,58.22604562,1.787966881,-0.847701882
Granvattnet,2011,0.082333333,20.66666667,7,Granvattnet 2011,YES,0.1952,13,58.22604562,0.50731209,-0.63331401
Granvattnet,2012,0.071,21.5,14.1,Granvattnet 2012,YES,0.1952,17,58.22604562,1.440088211,-0.468621163
Granvattnet,2013,0.1025,24,13.95,Granvattnet 2013,YES,0.1952,21,58.22604562,0.993175039,-0.34928029
Granvattnet,2014,0.088,19.8,20.2,Granvattnet 2014,YES,0.1952,24,58.22604562,1.215049958,-0.22727592
Granvattnet,2015,0.0765,21.6,12.9,Granvattnet 2015,YES,0.1952,31,58.22604562,1.508201877,-0.629019293
Granvattnet,2016,0.062333333,11.96666667,2,Granvattnet 2016,YES,0.1952,20,58.22604562,1.696608306,-0.867834912
Granvattnet,2017,0.07,14.2,13,Granvattnet 2017,YES,0.1952,24,58.22604562,0.890073663,-0.66442737
Grissjön,1995,1.00E-04,14.25,12.325,Grissjön 1995,YES,0.24,31,58.76255868,-0.263418007,-0.100467959
Grissjön,1996,0.0035,5,7.9,Grissjön 1996,YES,0.24,27,58.76255868,-0.549783993,0.01577814
Grissjön,1997,0.005,5.5,14.6,Grissjön 1997,YES,0.24,28,58.76255868,-0.20831899,-0.464823487
Grissjön,1998,1.00E-04,5,13.15,Grissjön 1998,YES,0.24,31,58.76255868,-0.09586926,-0.483217734
Grissjön,1999,0.0095,23,12.85,Grissjön 1999,YES,0.24,28,58.76255868,-0.669460012,-0.494544479
Grissjön,2000,5.00E-04,7,14.45,Grissjön 2000,YES,0.24,32,58.76255868,-0.366872772,-0.462115409
Grissjön,2001,0.001,6.5,13.6,Grissjön 2001,YES,0.24,30,58.76255868,-0.303808302,-0.436241112
Grissjön,2002,0.002,7,14,Grissjön 2002,YES,0.24,30,58.76255868,-0.358584186,-0.278473944
Grissjön,2003,0.0095,6.5,12,Grissjön 2003,YES,0.24,39,58.76255868,-0.222664855,0.025539679
Grissjön,2004,0.0095,10.5,11.3,Grissjön 2004,YES,0.24,34,58.76255868,-0.348122157,-0.080005403
Grissjön,2005,0.0125,8.5,15.1,Grissjön 2005,YES,0.24,29,58.76255868,-0.254806763,0.173276724
Grissjön,2006,0.0155,6.5,16.5,Grissjön 2006,YES,0.24,31,58.76255868,-0.157768765,0.098849383
Grissjön,2007,0.01,5,14.45,Grissjön 2007,YES,0.24,27,58.76255868,-0.122810165,0.068613632
Grissjön,2008,0.007,6.5,13.7,Grissjön 2008,YES,0.24,32,58.76255868,-0.483007627,0.308425163
Grissjön,2009,0.0185,7,11.4,Grissjön 2009,YES,0.24,27,58.76255868,-0.317088094,-0.191222869
Grissjön,2010,0.0145,6.5,12.5,Grissjön 2010,YES,0.24,35,58.76255868,-0.131881313,0.005711609
Grissjön,2011,0.0165,6.5,13.65,Grissjön 2011,YES,0.24,29,58.76255868,-0.341371796,0.634518316
Grissjön,2012,0.0165,6.5,13.75,Grissjön 2012,YES,0.24,39,58.76255868,-0.25776226,0.350383495
Grissjön,2013,0.0225,7.5,14.795,Grissjön 2013,YES,0.24,26,58.76255868,-0.172348924,0.63817652
Grissjön,2014,0.021,7.15,18.9,Grissjön 2014,YES,0.24,29,58.76255868,0.149795925,0.333213041
Grissjön,2015,0.0165,7.5,15.015,Grissjön 2015,YES,0.24,29,58.76255868,-0.337989487,-0.142354241
Grissjön,2016,0.0265,7.85,11.685,Grissjön 2016,YES,0.24,23,58.76255868,-0.089675629,-0.878939958
Grissjön,2017,0.021,6.35,14.9,Grissjön 2017,YES,0.24,33,58.76255868,-0.038718096,0.266859844
Hagasjön,1995,0.054,9.5,16,Hagasjön 1995,YES,0.111,20,57.33723766,1.008143867,-0.808958859
Hagasjön,1996,0.0645,5,14,Hagasjön 1996,YES,0.111,29,57.33723766,0.12871584,-0.548808672
Hagasjön,1997,0.0545,7,15.95,Hagasjön 1997,YES,0.111,38,57.33723766,0.856810368,-0.574686172
Hagasjön,1998,0.0525,14.5,13.35,Hagasjön 1998,YES,0.111,31,57.33723766,-0.301748358,-0.583352602
Hagasjön,1999,0.0675,10.5,12.4,Hagasjön 1999,YES,0.111,13,57.33723766,-0.300399362,0.322919292
Hagasjön,2000,0.072,7.5,14.95,Hagasjön 2000,YES,0.111,30,57.33723766,0.120201937,-0.187788276
Hagasjön,2001,0.0715,9,15.15,Hagasjön 2001,YES,0.111,26,57.33723766,0.257135573,-0.634160067
Hagasjön,2002,0.0835,7.5,8.1,Hagasjön 2002,YES,0.111,23,57.33723766,0.34232388,-0.631509194
Hagasjön,2003,0.0905,7.5,13,Hagasjön 2003,YES,0.111,32,57.33723766,0.108021322,-0.133522025
Hagasjön,2004,0.0775,10,15.6,Hagasjön 2004,YES,0.111,19,57.33723766,0.192574175,-0.563567959
Hagasjön,2005,0.083,7.5,15.1,Hagasjön 2005,YES,0.111,32,57.33723766,0.534149221,-0.299715968
Hagasjön,2006,0.094,7,15.6,Hagasjön 2006,YES,0.111,34,57.33723766,0.02141473,-0.327991467
Hagasjön,2007,0.0725,6.5,12.5,Hagasjön 2007,YES,0.111,26,57.33723766,0.657786754,-0.403674571
Hagasjön,2008,0.0795,7.5,13.35,Hagasjön 2008,YES,0.111,31,57.33723766,0.909424022,-0.382963826
Hagasjön,2009,0.087,8.5,14.1,Hagasjön 2009,YES,0.111,22,57.33723766,0.845261461,-0.182415891
Hagasjön,2010,0.093666667,9.333333333,10.33333333,Hagasjön 2010,YES,0.111,38,57.33723766,1.053850684,-0.256693322
Hagasjön,2011,0.0935,8.5,13.6,Hagasjön 2011,YES,0.111,18,57.33723766,0.883669275,-0.071968448
Hagasjön,2012,0.0875,8,15.2,Hagasjön 2012,YES,0.111,16,57.33723766,0.002257764,0.388339706
Hagasjön,2013,0.1075,8,14.8,Hagasjön 2013,YES,0.111,21,57.33723766,0.863612259,-0.505056669
Hagasjön,2014,0.093,10.45,15.9,Hagasjön 2014,YES,0.111,13,57.33723766,0.275971938,-0.095762986
Hagasjön,2015,0.0935,8.55,14.8,Hagasjön 2015,YES,0.111,19,57.33723766,1.143277384,-0.502230201
