Subprog,Area,Inst,StationCode,Species,ListSpecies,level,YYYYMM,Spool,Param,ParamList,value,QualityFlag,StatusFlag,Unit,Method,parloc,SampleNumber,SpeciesName,ParamName
VG,LT01,BI,100,PLAG DEN,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"PLAGIOTHECIUM DENTICULATUM (HEDW.) B,S.+G.              ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG DEN,M2,NULL,199306,50,FREQ_   ,IM,10,NULL,NULL,%         ,NULL,280,1169,"PLAGIOTHECIUM DENTICULATUM (HEDW.) B,S.+G.              ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG DEN,M2,NULL,199306,50,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1169,"PLAGIOTHECIUM DENTICULATUM (HEDW.) B,S.+G.              ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PLAG LAE,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"PLAGIOTHECIUM LAETUM  B,S.+G.                           ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG LAE,M2,NULL,199306,50,FREQ_   ,IM,6,NULL,NULL,%         ,NULL,280,1169,"PLAGIOTHECIUM LAETUM  B,S.+G.                           ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG LAE,M2,NULL,199306,50,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1169,"PLAGIOTHECIUM LAETUM  B,S.+G.                           ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PLEU SCH,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLEU SCH,M2,NULL,199306,50,FREQ_   ,IM,84,NULL,NULL,%         ,NULL,280,1169,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLEU SCH,M2,NULL,199306,50,COVE_B  ,IM,13.7,NULL,NULL,%         ,NULL,322,1169,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PTER AQU,B4,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PTERIDIUM AQUILINUM                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTER AQU,B4,NULL,199306,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,PTERIDIUM AQUILINUM                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTER AQU,B4,NULL,199306,50,COVE_F  ,IM,1.2,NULL,NULL,%         ,NULL,321,1169,PTERIDIUM AQUILINUM                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,CONV MAJ,B4,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,CONVALLARIA MAJALIS                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,CONV MAJ,B4,NULL,199306,50,FREQ_   ,IM,8,NULL,NULL,%         ,NULL,280,1169,CONVALLARIA MAJALIS                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,CONV MAJ,B4,NULL,199306,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,CONVALLARIA MAJALIS                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,TRIE EUR,B4,NULL,199306,50,FERT_   ,IM,7,NULL,NULL,%         ,NULL,279,1169,TRIENTALIS EUROPAEA                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,TRIE EUR,B4,NULL,199306,50,FREQ_   ,IM,14,NULL,NULL,%         ,NULL,280,1169,TRIENTALIS EUROPAEA                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,TRIE EUR,B4,NULL,199306,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,TRIENTALIS EUROPAEA                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,VACC MYR,B4,NULL,199306,50,FERT_   ,IM,2,NULL,NULL,%         ,NULL,279,1169,VACCINIUM MYRTILLUS                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC MYR,B4,NULL,199306,50,FREQ_   ,IM,98,NULL,NULL,%         ,NULL,280,1169,VACCINIUM MYRTILLUS                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC MYR,B4,NULL,199306,50,COVE_F  ,IM,7.1,NULL,NULL,%         ,NULL,321,1169,VACCINIUM MYRTILLUS                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,NULL,NULL,NULL,199306,50,COVE_F  ,IM,10.2,NULL,NULL,%         ,NULL,321,1169,NULL,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,NULL,NULL,NULL,199306,50,COVE_B  ,IM,68.8,NULL,NULL,%         ,NULL,322,1169,NULL,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,BRAC OED,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,BRACHYTHECIUM OEDIPODIUM (MITT.) JAEG.                  ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC OED,M2,NULL,199306,50,FREQ_   ,IM,6,NULL,NULL,%         ,NULL,280,1169,BRACHYTHECIUM OEDIPODIUM (MITT.) JAEG.                  ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC OED,M2,NULL,199306,50,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1169,BRACHYTHECIUM OEDIPODIUM (MITT.) JAEG.                  ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,BRAC SAL,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"BRACHYTHECIUM SALEBROSUM (WEB.+MOHR) B,S.+G.            ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC SAL,M2,NULL,199306,50,FREQ_   ,IM,2,NULL,NULL,%         ,NULL,280,1169,"BRACHYTHECIUM SALEBROSUM (WEB.+MOHR) B,S.+G.            ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC SAL,M2,NULL,199306,50,COVE_B  ,IM,0.2,NULL,NULL,%         ,NULL,322,1169,"BRACHYTHECIUM SALEBROSUM (WEB.+MOHR) B,S.+G.            ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,HYLO SPL,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"HYLOCOMIUM SPLENDENS (HEDW.) B,S.+G.                    ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,HYLO SPL,M2,NULL,199306,50,FREQ_   ,IM,90,NULL,NULL,%         ,NULL,280,1169,"HYLOCOMIUM SPLENDENS (HEDW.) B,S.+G.                    ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,HYLO SPL,M2,NULL,199306,50,COVE_B  ,IM,35.1,NULL,NULL,%         ,NULL,322,1169,"HYLOCOMIUM SPLENDENS (HEDW.) B,S.+G.                    ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PTIL CRI,M2,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PTILIUM CRISTA-CASTRENSIS (HEDW.) DE NOT.               ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTIL CRI,M2,NULL,199306,50,FREQ_   ,IM,88,NULL,NULL,%         ,NULL,280,1169,PTILIUM CRISTA-CASTRENSIS (HEDW.) DE NOT.               ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTIL CRI,M2,NULL,199306,50,COVE_B  ,IM,18.2,NULL,NULL,%         ,NULL,322,1169,PTILIUM CRISTA-CASTRENSIS (HEDW.) DE NOT.               ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,CALA ARU,B4,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,CALAMAGROSTIS ARUNDINACEA                               ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,CALA ARU,B4,NULL,199306,50,FREQ_   ,IM,36,NULL,NULL,%         ,NULL,280,1169,CALAMAGROSTIS ARUNDINACEA                               ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,CALA ARU,B4,NULL,199306,50,COVE_F  ,IM,0.8,NULL,NULL,%         ,NULL,321,1169,CALAMAGROSTIS ARUNDINACEA                               ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,SORB AUC,B4,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,SORBUS AUCUPARIA                                        ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,SORB AUC,B4,NULL,199306,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,SORBUS AUCUPARIA                                        ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,SORB AUC,B4,NULL,199306,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,SORBUS AUCUPARIA                                        ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,MELA PRA,B4,NULL,199306,50,FERT_   ,IM,8,NULL,NULL,%         ,NULL,279,1169,MELAMPYRUM PRATENSE                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,MELA PRA,B4,NULL,199306,50,FREQ_   ,IM,12,NULL,NULL,%         ,NULL,280,1169,MELAMPYRUM PRATENSE                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,MELA PRA,B4,NULL,199306,50,COVE_F  ,IM,0.2,NULL,NULL,%         ,NULL,321,1169,MELAMPYRUM PRATENSE                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,LUZU PIL,B4,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,LUZULA PILOSA                                           ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,LUZU PIL,B4,NULL,199306,50,FREQ_   ,IM,8,NULL,NULL,%         ,NULL,280,1169,LUZULA PILOSA                                           ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,LUZU PIL,B4,NULL,199306,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,LUZULA PILOSA                                           ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,VACC VIT,B4,NULL,199306,50,COVE_F  ,IM,0.5,NULL,NULL,%         ,NULL,321,1169,VACCINIUM VITIS-IDAEA                                   ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,VACC VIT,B4,NULL,199306,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,VACCINIUM VITIS-IDAEA                                   ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC VIT,B4,NULL,199306,50,FREQ_   ,IM,42,NULL,NULL,%         ,NULL,280,1169,VACCINIUM VITIS-IDAEA                                   ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,DICR POL,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,DICRANUM POLYSETUM  SW.                                 ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,DICR POL,M2,NULL,199406,50,FREQ_   ,IM,62,NULL,NULL,%         ,NULL,280,1169,DICRANUM POLYSETUM  SW.                                 ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,DICR POL,M2,NULL,199406,50,COVE_B  ,IM,1.2,NULL,NULL,%         ,NULL,322,1169,DICRANUM POLYSETUM  SW.                                 ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,FEST OVI,B4,NULL,199406,50,FERT_   ,IM,50,NULL,NULL,%         ,NULL,279,1169,FESTUCA OVINA                                           ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,FEST OVI,B4,NULL,199406,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,FESTUCA OVINA                                           ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,FEST OVI,B4,NULL,199406,50,COVE_F  ,IM,0.2,NULL,NULL,%         ,NULL,321,1169,FESTUCA OVINA                                           ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,GOOD REP,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,GOODYERA REPENS                                         ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,GOOD REP,B4,NULL,199406,50,FREQ_   ,IM,32,NULL,NULL,%         ,NULL,280,1169,GOODYERA REPENS                                         ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,GOOD REP,B4,NULL,199406,50,COVE_F  ,IM,0.3,NULL,NULL,%         ,NULL,321,1169,GOODYERA REPENS                                         ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,LOPH HEP,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,LOPHOCOLEA HETEROPHYLLA (SCHRAD.) DUM.                  ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,LOPH HEP,M2,NULL,199406,50,FREQ_   ,IM,24,NULL,NULL,%         ,NULL,280,1169,LOPHOCOLEA HETEROPHYLLA (SCHRAD.) DUM.                  ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,LOPH HEP,M2,NULL,199406,50,COVE_B  ,IM,0.3,NULL,NULL,%         ,NULL,322,1169,LOPHOCOLEA HETEROPHYLLA (SCHRAD.) DUM.                  ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PICE ABI,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PICEA ABIES                                             ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PICE ABI,B4,NULL,199406,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,PICEA ABIES                                             ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PICE ABI,B4,NULL,199406,50,COVE_F  ,IM,0,NULL,NULL,%         ,NULL,321,1169,PICEA ABIES                                             ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,PLAG DEN,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"PLAGIOTHECIUM DENTICULATUM (HEDW.) B,S.+G.              ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG DEN,M2,NULL,199406,50,FREQ_   ,IM,10,NULL,NULL,%         ,NULL,280,1169,"PLAGIOTHECIUM DENTICULATUM (HEDW.) B,S.+G.              ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG DEN,M2,NULL,199406,50,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1169,"PLAGIOTHECIUM DENTICULATUM (HEDW.) B,S.+G.              ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PLAG LAE,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"PLAGIOTHECIUM LAETUM  B,S.+G.                           ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG LAE,M2,NULL,199406,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,"PLAGIOTHECIUM LAETUM  B,S.+G.                           ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLAG LAE,M2,NULL,199406,50,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1169,"PLAGIOTHECIUM LAETUM  B,S.+G.                           ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PLEU SCH,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLEU SCH,M2,NULL,199406,50,FREQ_   ,IM,90,NULL,NULL,%         ,NULL,280,1169,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PLEU SCH,M2,NULL,199406,50,COVE_B  ,IM,12.9,NULL,NULL,%         ,NULL,322,1169,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,PTER AQU,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PTERIDIUM AQUILINUM                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTER AQU,B4,NULL,199406,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,PTERIDIUM AQUILINUM                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTER AQU,B4,NULL,199406,50,COVE_F  ,IM,1.6,NULL,NULL,%         ,NULL,321,1169,PTERIDIUM AQUILINUM                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,PTIL CRI,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,PTILIUM CRISTA-CASTRENSIS (HEDW.) DE NOT.               ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTIL CRI,M2,NULL,199406,50,FREQ_   ,IM,90,NULL,NULL,%         ,NULL,280,1169,PTILIUM CRISTA-CASTRENSIS (HEDW.) DE NOT.               ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,PTIL CRI,M2,NULL,199406,50,COVE_B  ,IM,18.4,NULL,NULL,%         ,NULL,322,1169,PTILIUM CRISTA-CASTRENSIS (HEDW.) DE NOT.               ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,HYLO SPL,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"HYLOCOMIUM SPLENDENS (HEDW.) B,S.+G.                    ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,HYLO SPL,M2,NULL,199406,50,FREQ_   ,IM,90,NULL,NULL,%         ,NULL,280,1169,"HYLOCOMIUM SPLENDENS (HEDW.) B,S.+G.                    ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,HYLO SPL,M2,NULL,199406,50,COVE_B  ,IM,33.9,NULL,NULL,%         ,NULL,322,1169,"HYLOCOMIUM SPLENDENS (HEDW.) B,S.+G.                    ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,BRAC SAL,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,"BRACHYTHECIUM SALEBROSUM (WEB.+MOHR) B,S.+G.            ",FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC SAL,M2,NULL,199406,50,FREQ_   ,IM,2,NULL,NULL,%         ,NULL,280,1169,"BRACHYTHECIUM SALEBROSUM (WEB.+MOHR) B,S.+G.            ",FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC SAL,M2,NULL,199406,50,COVE_B  ,IM,0.3,NULL,NULL,%         ,NULL,322,1169,"BRACHYTHECIUM SALEBROSUM (WEB.+MOHR) B,S.+G.            ",COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,BRAC OED,M2,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,BRACHYTHECIUM OEDIPODIUM (MITT.) JAEG.                  ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC OED,M2,NULL,199406,50,FREQ_   ,IM,10,NULL,NULL,%         ,NULL,280,1169,BRACHYTHECIUM OEDIPODIUM (MITT.) JAEG.                  ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,BRAC OED,M2,NULL,199406,50,COVE_B  ,IM,0.3,NULL,NULL,%         ,NULL,322,1169,BRACHYTHECIUM OEDIPODIUM (MITT.) JAEG.                  ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,NULL,NULL,NULL,199406,50,COVE_F  ,IM,14,NULL,NULL,%         ,NULL,321,1169,NULL,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,NULL,NULL,NULL,199406,50,COVE_B  ,IM,67.6,NULL,NULL,%         ,NULL,322,1169,NULL,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,CONV MAJ,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,CONVALLARIA MAJALIS                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,CONV MAJ,B4,NULL,199406,50,FREQ_   ,IM,8,NULL,NULL,%         ,NULL,280,1169,CONVALLARIA MAJALIS                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,CONV MAJ,B4,NULL,199406,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,CONVALLARIA MAJALIS                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,TRIE EUR,B4,NULL,199406,50,FERT_   ,IM,8,NULL,NULL,%         ,NULL,279,1169,TRIENTALIS EUROPAEA                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,TRIE EUR,B4,NULL,199406,50,FREQ_   ,IM,12,NULL,NULL,%         ,NULL,280,1169,TRIENTALIS EUROPAEA                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,TRIE EUR,B4,NULL,199406,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,TRIENTALIS EUROPAEA                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,VACC MYR,B4,NULL,199406,50,FERT_   ,IM,1,NULL,NULL,%         ,NULL,279,1169,VACCINIUM MYRTILLUS                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC MYR,B4,NULL,199406,50,FREQ_   ,IM,98,NULL,NULL,%         ,NULL,280,1169,VACCINIUM MYRTILLUS                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC MYR,B4,NULL,199406,50,COVE_F  ,IM,9,NULL,NULL,%         ,NULL,321,1169,VACCINIUM MYRTILLUS                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,VACC VIT,B4,NULL,199406,50,FERT_   ,IM,2,NULL,NULL,%         ,NULL,279,1169,VACCINIUM VITIS-IDAEA                                   ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC VIT,B4,NULL,199406,50,FREQ_   ,IM,46,NULL,NULL,%         ,NULL,280,1169,VACCINIUM VITIS-IDAEA                                   ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,VACC VIT,B4,NULL,199406,50,COVE_F  ,IM,0.6,NULL,NULL,%         ,NULL,321,1169,VACCINIUM VITIS-IDAEA                                   ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,LUZU PIL,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,LUZULA PILOSA                                           ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,LUZU PIL,B4,NULL,199406,50,FREQ_   ,IM,10,NULL,NULL,%         ,NULL,280,1169,LUZULA PILOSA                                           ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,LUZU PIL,B4,NULL,199406,50,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1169,LUZULA PILOSA                                           ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,MELA PRA,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,MELAMPYRUM PRATENSE                                     ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,MELA PRA,B4,NULL,199406,50,FREQ_   ,IM,16,NULL,NULL,%         ,NULL,280,1169,MELAMPYRUM PRATENSE                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,MELA PRA,B4,NULL,199406,50,COVE_F  ,IM,0.6,NULL,NULL,%         ,NULL,321,1169,MELAMPYRUM PRATENSE                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,SORB AUC,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,SORBUS AUCUPARIA                                        ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,SORB AUC,B4,NULL,199406,50,FREQ_   ,IM,4,NULL,NULL,%         ,NULL,280,1169,SORBUS AUCUPARIA                                        ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,SORB AUC,B4,NULL,199406,50,COVE_F  ,IM,0.3,NULL,NULL,%         ,NULL,321,1169,SORBUS AUCUPARIA                                        ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,RUBU SAX,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,RUBUS SAXATILIS                                         ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,RUBU SAX,B4,NULL,199406,50,FREQ_   ,IM,2,NULL,NULL,%         ,NULL,280,1169,RUBUS SAXATILIS                                         ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,RUBU SAX,B4,NULL,199406,50,COVE_F  ,IM,0,NULL,NULL,%         ,NULL,321,1169,RUBUS SAXATILIS                                         ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,CALA ARU,B4,NULL,199406,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,CALAMAGROSTIS ARUNDINACEA                               ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,CALA ARU,B4,NULL,199406,50,FREQ_   ,IM,36,NULL,NULL,%         ,NULL,280,1169,CALAMAGROSTIS ARUNDINACEA                               ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,CALA ARU,B4,NULL,199406,50,COVE_F  ,IM,1.1,NULL,NULL,%         ,NULL,321,1169,CALAMAGROSTIS ARUNDINACEA                               ,COVER. OF SPECIES/FIELD LAYER 
VG,LT01,BI,100,DICR POL,M2,NULL,199506,50,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1169,DICRANUM POLYSETUM  SW.                                 ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,DICR POL,M2,NULL,199506,50,FREQ_   ,IM,66,NULL,NULL,%         ,NULL,280,1169,DICRANUM POLYSETUM  SW.                                 ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,DICR POL,M2,NULL,199506,50,COVE_B  ,IM,1.7,NULL,NULL,%         ,NULL,322,1169,DICRANUM POLYSETUM  SW.                                 ,COVER. OF SPECIES/BOTTOM LAYER
VG,LT01,BI,100,FEST OVI,B4,NULL,199506,50,FERT_   ,IM,33,NULL,NULL,%         ,NULL,279,1169,FESTUCA OVINA                                           ,FERTILITY OF SPECIES F+B LAYER
VG,LT01,BI,100,FEST OVI,B4,NULL,199506,50,FREQ_   ,IM,6,NULL,NULL,%         ,NULL,280,1169,FESTUCA OVINA                                           ,FREQUENCY OF SPECIES F+B LAYER
VG,LT01,BI,100,FEST OVI,B4,NULL,199506,50,COVE_F  ,IM,0.3,NULL,NULL,%         ,NULL,321,1169,FESTUCA OVINA                                           ,COVER. OF SPECIES/FIELD LAYER 
